Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Runs,Max Temp
running,2019-06-09 19:34:08,false,"New York Running","6.00","480","00:54:52","158","177","3.9","169","179","9:09","8:07","165","168","1.04","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:03.16","7","0.0"
running,2019-06-08 19:01:20,false,"New York Running","3.14","196","00:21:17","164","191","3.3","175","186","6:46","6:27","28","28","1.36","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:54.71","4","0.0"
running,2019-06-08 18:42:54,false,"New York Running","0.95","68","00:08:00.1","154","178","2.1","173","183","8:26","7:37","20","26","1.11","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2019-06-06 19:16:43,false,"New York Running","3.11","243","00:28:11","156","173","3.2","170","239","9:04","7:49","30","30","1.05","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","01:04.54","4","0.0"
running,2019-06-05 18:07:09,false,"New York Running","5.57","381","00:43:28","158","185","4.0","177","219","7:49","4:23","114","115","1.16","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","06:20.78","6","0.0"
running,2019-06-05 12:01:52,false,"New York Running","0.61","38","00:05:15.5","136","156","1.5","172","181","8:35","7:29","--","--","1.09","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2019-06-02 10:52:35,false,"New York Running","2.41","190","00:20:13","166","191","3.3","173","188","8:24","7:37","58","41","1.11","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","03:42.16","3","0.0"
running,2019-06-02 08:09:11,false,"New York Running","2.86","220","00:22:44","170","184","3.5","180","214","7:57","6:48","86","62","1.12","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","06:39.80","3","0.0"
running,2019-06-01 13:25:19,false,"New York Running","5.01","377","00:42:09","159","188","3.9","171","183","8:25","7:49","141","141","1.12","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:03.32","6","0.0"
running,2019-05-31 10:40:52,false,"New York Running","5.00","390","00:44:57","156","176","3.6","170","181","8:59","7:19","103","100","1.06","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:02.39","6","0.0"
running,2019-05-29 09:54:06,false,"New York Running","4.31","309","00:35:45","155","187","3.5","172","184","8:18","7:35","300","292","1.13","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","02:26.99","5","0.0"
running,2019-05-27 19:37:09,false,"New York Running","5.51","424","00:49:19","155","179","3.7","170","188","8:57","8:02","159","156","1.06","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","04:31.09","6","0.0"
running,2019-05-26 12:43:13,false,"New York Running","3.11","260","00:27:44","162","180","3.5","171","180","8:54","7:28","88","56","1.05","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","01:13.55","4","0.0"
running,2019-05-25 10:42:19,false,"New York Running","2.01","164","00:17:55","159","180","3.0","177","238","8:56","7:39","37","9","1.02","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:02.64","3","0.0"
running,2019-05-25 09:34:42,false,"New York Running","6.14","445","00:48:30","160","185","4.2","178","250","7:54","6:29","161","168","1.14","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","01:10.48","7","0.0"
running,2019-05-23 12:35:54,false,"New York Running","4.71","324","00:36:52","159","185","3.6","175","214","7:50","5:21","106","109","1.17","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:20.43","20","0.0"
running,2019-05-22 11:16:41,false,"New York Running","6.21","451","00:53:31","154","174","3.6","172","187","8:37","7:49","175","178","1.09","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","01:50.12","7","0.0"
running,2019-05-20 06:49:00,false,"New York Running","4.61","318","00:35:22","161","182","3.7","175","195","7:40","6:51","30","33","1.20","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","04:31.81","5","0.0"
running,2019-05-19 12:28:10,false,"New York Running","4.31","326","00:35:35","164","181","3.9","170","188","8:15","7:08","141","115","1.15","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","02:29.54","5","0.0"
running,2019-05-18 10:34:06,false,"New York Running","0.44","29","00:03:57.2","137","147","1.3","173","182","9:03","8:35","--","14","1.03","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2019-05-18 07:50:52,false,"New York Running","5.31","424","00:41:55","173","192","5.0","176","193","7:54","6:50","113","110","1.16","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","02:09.25","6","0.0"
running,2019-05-18 07:03:37,false,"New York Running","0.30","21","00:02:34.1","145","154","1.3","174","179","8:30","8:06","--","--","1.09","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2019-05-16 20:21:44,false,"New York Running","3.54","262","00:28:19","163","181","3.6","172","193","7:59","6:51","34","34","1.17","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","04:11.68","4","0.0"
running,2019-05-15 10:16:14,false,"New York Running","6.01","477","00:52:38","160","194","4.3","171","183","8:46","7:35","147","147","1.07","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:03.22","7","0.0"
running,2019-05-13 19:42:54,false,"New York Running","0.51","43","00:04:18.0","173","179","2.0","168","179","8:24","1:07","--","--","1.14","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2019-05-13 19:01:25,false,"New York Running","4.52","319","00:33:17","168","186","4.0","173","235","7:22","6:14","60","62","1.26","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","03:39.49","5","0.0"
running,2019-05-11 10:33:34,false,"New York Running","0.51","47","00:04:36.8","179","187","2.2","170","183","9:02","1:52","--","12","1.05","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2019-05-11 09:33:28,false,"New York Running","6.32","417","00:45:33","166","199","4.4","177","247","7:12","5:38","161","157","1.26","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","02:15.94","7","0.0"
running,2019-05-09 11:26:06,false,"New York Running","3.61","273","00:30:42","162","179","3.5","172","235","8:30","7:25","23","165","1.10","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","04:56.77","4","0.0"
running,2019-05-08 19:01:45,false,"New York Running","4.75","342","00:38:33","160","180","3.8","169","187","8:07","6:56","127","120","1.18","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","06:08.16","5","0.0"
running,2019-05-07 12:18:31,false,"New York Running","1.01","95","00:09:58.0","171","179","2.6","170","187","9:54","8:20","--","60","0.96","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:02.48","2","0.0"
running,2019-05-07 11:40:11,false,"New York Running","4.01","284","00:29:21","170","193","4.2","172","188","7:19","6:21","153","63","1.27","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:02.43","5","0.0"
running,2019-05-05 13:47:39,false,"New York Running","7.10","555","01:00:02","166","187","4.7","171","184","8:27","7:42","164","164","1.11","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:56.62","8","0.0"
running,2019-05-04 15:50:30,false,"New York Running","4.01","285","00:30:57","164","190","3.8","173","193","7:43","5:29","117","119","1.20","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:03.23","5","0.0"
running,2019-04-29 10:21:29,false,"New York Running","3.01","242","00:26:09","164","181","3.5","172","185","8:42","7:41","33","30","1.08","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:02.20","4","0.0"
running,2019-04-28 12:10:19,false,"New York Running","3.01","242","00:24:22","172","190","3.7","171","185","8:06","7:14","56","93","1.16","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:03.03","4","0.0"
running,2019-04-28 09:03:33,false,"New York Running","2.83","186","00:21:07","157","185","3.0","174","190","7:27","6:37","117","65","1.24","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","06:09.80","3","0.0"
running,2019-04-27 11:03:07,false,"New York Running","4.00","302","00:34:44","154","182","3.5","172","187","8:40","7:19","203","196","1.08","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:02.57","5","0.0"
running,2019-04-25 17:50:10,false,"New York Running","1.41","114","00:11:18","174","196","3.0","169","183","8:01","6:44","27","11","1.19","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","03:17.42","2","0.0"
running,2019-04-25 17:21:31,false,"New York Running","3.52","202","00:24:24","155","187","3.1","173","204","6:56","5:07","--","14","1.34","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:21.08","22","0.0"
running,2019-04-24 11:57:13,false,"New York Running","3.12","231","00:27:55","150","180","3.1","171","181","8:58","7:42","31","27","1.05","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","01:06.51","4","0.0"
running,2019-04-23 19:12:19,false,"New York Running","5.11","358","00:40:54","162","186","4.0","173","249","8:00","6:37","71","123","1.16","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:47.14","6","0.0"
running,2019-04-21 19:43:38,false,"New York Running","4.41","372","00:42:12","160","185","3.9","171","183","9:34","8:00","141","138","0.99","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","04:25.87","5","0.0"
running,2019-04-21 09:42:59,false,"New York Running","0.61","43","00:05:37.1","140","175","1.6","173","222","9:13","8:36","5","--","1.01","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2019-04-19 19:40:57,false,"New York Running","0.86","70","00:07:31.1","167","182","2.3","173","189","8:47","7:53","10","--","1.06","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2019-04-19 19:00:40,false,"New York Running","4.45","273","00:30:51","163","178","3.6","173","235","6:56","5:24","--","--","1.33","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:04.28","14","0.0"
running,2019-04-17 08:26:57,false,"New York Running","6.01","484","00:53:42","160","171","4.2","173","185","8:56","7:00","152","148","1.04","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:02.55","7","0.0"
running,2019-04-16 17:24:22,false,"New York Running","3.51","249","00:27:07","163","182","3.5","174","187","7:44","6:42","116","81","1.20","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","03:42.73","4","0.0"
running,2019-04-14 11:30:41,false,"Boston Running","4.00","272","00:31:31","156","183","3.3","173","187","7:52","7:09","12","33","1.19","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:01.85","5","0.0"
running,2019-04-13 08:07:30,false,"Boston Running","3.14","156","00:20:35","147","182","2.4","181","196","6:34","5:57","5","7","1.36","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:49.92","4","0.0"
running,2019-04-13 07:41:31,false,"Boston Running","0.25","17","00:02:06.4","150","161","1.2","178","191","8:31","3:37","--","--","1.06","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2019-04-11 11:39:39,false,"New York Running","1.01","90","00:09:00.9","177","189","2.8","173","183","8:56","7:39","8","--","1.04","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:04.93","2","0.0"
running,2019-04-11 10:46:08,false,"New York Running","5.01","328","00:37:25","164","200","4.0","175","202","7:28","5:44","144","152","1.23","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:01.92","18","0.0"
running,2019-04-09 17:02:59,false,"New York Running","4.00","312","00:33:48","168","185","4.0","169","179","8:27","7:16","108","99","1.13","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:04.08","5","0.0"
running,2019-04-08 11:28:17,false,"Somerville Running","4.12","298","00:35:09","156","191","3.5","172","237","8:32","7:05","29","33","1.10","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","01:05.96","5","0.0"
running,2019-04-06 16:38:04,false,"Newfane Running","2.13","221","01:01:25","105","162","1.6","111","177","28:50","13:49","664","154","0.50","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","03:02.59","3","0.0"
running,2019-04-06 13:41:05,false,"Newfane Running","0.58","74","00:22:37","96","135","1.1","123","250","39:09","12:02","--","4","0.33","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2019-04-05 15:55:04,false,"Somerville Running","6.11","438","00:50:53","163","196","4.4","172","203","8:19","5:44","47","54","1.12","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:17.52","23","0.0"
running,2019-04-04 16:57:29,false,"Boston Running","3.61","261","00:30:49","157","186","3.4","172","187","8:32","7:42","74","71","1.10","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","05:05.89","4","0.0"
running,2019-04-03 18:34:34,false,"Boston Running","3.01","215","00:26:01","155","175","3.2","171","179","8:39","8:07","3","5","1.09","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:03.16","4","0.0"
running,2019-04-02 09:59:17,false,"New York Running","3.81","269","00:30:30","166","183","3.7","173","187","8:00","6:54","69","66","1.16","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","06:14.74","4","0.0"
running,2019-03-31 14:35:28,false,"New York Running","0.31","22","00:02:41.9","159","175","1.4","173","179","8:47","7:46","18","--","1.06","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2019-03-31 12:28:06,false,"New York Running","4.01","304","00:35:01","164","178","3.8","170","183","8:44","7:23","128","97","1.09","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:04.20","5","0.0"
running,2019-03-30 09:32:02,false,"New York Running","7.02","504","00:57:20","169","186","4.9","175","214","8:10","7:05","153","173","1.13","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:08.04","8","0.0"
running,2019-03-28 21:46:52,false,"New York Running","0.02","--","00:00:43.1","67","73","1.0","--","--","44:29","22:17","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:05.98","2","0.0"
running,2019-03-28 18:47:04,false,"New York Running","1.31","103","00:12:35","154","183","2.5","171","181","9:36","8:24","--","14","0.98","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","02:53.71","2","0.0"
running,2019-03-28 17:49:59,false,"New York Running","3.40","182","00:23:09","155","172","3.0","179","195","6:49","5:49","--","--","1.32","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.81","10","0.0"
running,2019-03-27 14:35:12,false,"New York Running","3.01","217","00:24:52","167","194","3.6","174","202","8:16","6:55","125","49","1.12","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:01.94","4","0.0"
running,2019-03-26 09:40:51,false,"New York Running","6.01","434","00:50:17","168","186","4.7","173","187","8:22","7:42","172","162","1.11","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:02.30","7","0.0"
running,2019-03-24 15:06:38,false,"New York Running","0.51","41","00:04:26.1","176","186","2.0","172","185","8:39","6:05","--","--","1.08","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2019-03-24 14:34:47,false,"New York Running","3.01","212","00:23:43","172","191","3.7","174","202","7:53","6:26","7","7","1.17","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:02.64","4","0.0"
treadmill_running,2019-03-24 14:19:08,false,"Treadmill Running","1.10","77","00:09:20.6","164","174","2.4","178","189","8:30","7:23","--","--","1.06","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","01:00.97","2","0.0"
running,2019-03-24 11:39:58,false,"New York Running","0.25","15","00:02:16.0","136","150","1.2","174","183","9:08","9:02","--","--","1.01","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2019-03-23 12:44:03,false,"New York Running","4.06","324","00:37:16","165","193","4.2","170","181","9:11","7:35","23","20","1.03","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:40.72","5","0.0"
running,2019-03-21 13:44:33,false,"New York Running","3.65","282","00:31:13","171","186","4.1","170","180","8:33","7:25","73","96","1.11","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","05:30.98","4","0.0"
running,2019-03-21 12:02:24,false,"New York Running","1.35","100","00:12:24","156","171","2.4","171","181","9:12","8:13","--","62","1.03","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","03:06.34","2","0.0"
running,2019-03-20 21:22:51,false,"New York Running","3.11","259","00:29:33","165","186","3.7","169","177","9:30","8:11","28","28","1.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","01:12.41","4","0.0"
running,2019-03-19 13:16:54,false,"New York - Running","4.31","321","00:34:26","173","193","4.4","173","187","7:59","6:41","90","100","1.16","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","02:19.34","5","0.0"
running,2019-03-18 11:01:55,false,"New York - Running","0.25","19","00:02:21.1","156","173","1.3","182","189","9:23","8:24","35","--","0.95","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
treadmill_running,2019-03-17 15:14:36,false,"Treadmill Running","0.88","72","00:08:44.4","155","164","2.1","180","189","9:55","7:29","--","--","0.90","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2019-03-17 09:37:49,false,"New York - Running","1.01","78","00:08:39.9","169","184","2.4","175","187","8:35","7:27","7","--","1.07","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:02.54","2","0.0"
running,2019-03-17 07:49:32,false,"New York - Running","7.13","586","01:00:35","174","202","5.0","174","190","8:30","6:58","194","154","1.09","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:53.18","8","0.0"
running,2019-03-15 09:14:38,false,"New York - Running","4.12","335","00:37:18","162","183","3.8","171","177","9:03","8:11","32","36","1.04","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","01:10.55","5","0.0"
running,2019-03-14 18:59:06,false,"New York - Running","4.10","291","00:33:17","159","181","3.5","180","195","8:07","6:15","30","7","1.10","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:54.61","5","0.0"
running,2019-03-10 18:10:24,false,"New York - Running","3.75","263","00:30:14","161","184","3.4","175","190","8:03","6:58","99","103","1.14","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","05:58.82","4","0.0"
running,2019-03-08 12:36:13,false,"Chiyoda Ku - Running","4.00","290","00:31:52","166","190","3.9","179","202","7:58","6:02","728","849","1.13","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:01.66","5","0.0"
running,2019-03-06 16:39:57,false,"Osaka Shi - Running","6.13","297","00:53:02","128","157","2.2","187","240","8:39","7:17","429","431","1.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","01:09.67","7","0.0"
running,2019-03-05 08:22:11,false,"Shinjuku Ku - Running","0.25","20","00:02:22.7","167","177","1.5","171","177","9:28","8:03","--","--","0.99","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2019-03-05 07:47:52,false,"Shinjuku Ku - Running","3.01","193","00:22:36","162","182","3.2","174","195","7:30","6:03","324","281","1.23","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:05.31","4","0.0"
running,2019-03-03 13:49:18,false,"Shinjuku Ku - Running","0.57","38","00:05:02.9","145","164","1.6","176","213","8:51","7:49","--","43","1.03","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2019-03-03 10:28:30,false,"Shinjuku Ku - Running","6.48","491","00:54:40","169","206","4.5","174","199","8:26","6:44","792","853","1.09","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","04:05.08","7","0.0"
running,2019-02-26 08:44:40,false,"New York Running","4.01","307","00:33:07","169","189","4.1","177","191","8:16","6:31","148","125","1.10","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","08:03.11","5","0.0"
running,2019-02-25 13:22:01,false,"New York Running","4.71","357","00:38:23","168","193","4.5","184","197","8:09","7:22","111","110","1.08","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","07:53.20","5","0.0"
running,2019-02-23 10:19:05,false,"New York Running","3.71","313","00:31:39","175","193","4.4","176","188","8:31","7:35","69","86","1.07","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","08:13.15","4","0.0"
running,2019-02-23 08:04:06,false,"New York Running","2.39","194","00:20:22","170","192","3.5","180","195","8:31","2:54","121","79","1.05","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","08:17.31","3","0.0"
running,2019-02-20 12:18:26,false,"New York Running","4.83","351","00:40:02","159","186","4.0","180","192","8:17","7:22","90","143","1.08","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","07:53.57","5","0.0"
running,2019-02-17 11:44:45,false,"New York Running","5.31","385","00:42:28","164","201","4.7","177","195","8:00","6:42","105","166","1.14","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","07:26.76","6","0.0"
running,2019-02-14 19:36:11,false,"New York Running","3.13","208","00:23:20","167","183","3.8","179","195","7:27","6:18","10","21","1.21","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","07:09.35","4","0.0"
running,2019-02-10 19:11:50,false,"New York Running","2.21","171","00:19:33","161","179","3.4","171","179","8:50","7:21","14","11","1.06","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","08:05.05","3","0.0"
running,2019-02-05 10:45:22,false,"New York Running","4.01","311","00:33:35","168","195","4.8","173","185","8:23","7:19","204","207","1.11","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","08:04.47","5","0.0"
running,2019-02-03 11:53:47,false,"New York Running","2.01","177","00:18:16","174","187","3.9","173","184","9:06","6:47","21","36","1.02","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","09:01.82","3","0.0"
running,2019-02-03 11:01:09,false,"New York Running","4.01","328","00:32:50","173","196","5.0","172","179","8:11","7:23","24","33","1.14","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","07:55.46","5","0.0"
treadmill_running,2019-01-31 09:56:51,false,"Treadmill Running","2.16","183","00:20:27","159","175","3.4","162","176","9:27","8:19","--","--","1.05","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","09:17.64","3","0.0"
running,2019-01-27 13:02:44,false,"Viña del Mar Running","4.01","306","00:34:13","160","179","4.2","171","190","8:33","7:42","85","92","1.10","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2019-01-14 09:57:09,false,"New York Running","1.01","72","00:08:23.4","154","168","2.1","176","183","8:19","7:16","8","8","1.10","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","2","0.0"
running,2019-01-09 12:11:45,false,"New York Running","4.00","293","00:33:13","158","180","3.6","174","246","8:18","7:34","91","94","1.11","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2019-01-04 10:16:08,false,"New York Running","4.22","354","00:38:44","160","185","3.9","172","193","9:11","7:49","91","91","1.02","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2019-01-01 00:00:00,false,"New York Running","4.07","227","00:28:54","146","161","3.0","175","196","7:06","6:03","118","124","1.30","0.0","0.0","0.0","--","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2018-12-27 11:06:03,false,"New York Running","4.11","307","00:35:17","162","188","3.7","172","193","8:35","7:21","89","92","1.09","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2018-12-25 09:23:24,false,"New York Running","8.11","645","01:09:52","168","188","5.0","173","187","8:37","7:07","191","197","1.08","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","9","0.0"
running,2018-12-23 11:59:20,false,"New York Running","0.31","31","00:02:58.8","181","193","2.0","171","176","9:38","8:49","--","--","0.98","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2018-12-23 11:05:38,false,"New York Running","5.01","361","00:39:23","168","188","4.3","172","187","7:52","6:47","134","137","1.19","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
running,2018-12-19 11:56:45,false,"New York Running","3.12","240","00:28:12","157","176","3.3","171","230","9:03","7:44","64","55","1.04","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-12-16 14:16:14,false,"New York Running","10.01","751","01:21:08","169","187","5.0","175","199","8:06","6:47","47","52","1.13","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","11","0.0"
running,2018-12-15 12:33:09,false,"New York Running","5.61","406","00:46:33","162","179","4.1","172","193","8:18","7:01","82","14","1.12","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
running,2018-12-13 19:33:43,false,"New York Running","4.51","316","00:35:38","165","190","4.0","174","214","7:54","4:45","175","188","1.17","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2018-12-12 07:55:45,false,"New York Running","5.01","385","00:41:32","170","187","4.5","173","185","8:17","7:28","176","129","1.12","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
running,2018-12-11 11:41:22,false,"New York Running","6.01","444","00:48:05","170","194","4.8","172","184","8:00","6:37","140","143","1.17","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
running,2018-12-10 16:15:14,false,"New York Running","1.12","88","00:09:43.5","166","177","2.5","169","180","8:39","7:53","18","20","1.10","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","2","0.0"
running,2018-12-10 15:45:31,false,"New York Running","3.01","190","00:22:02","164","178","3.2","179","213","7:19","6:13","463","469","1.23","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-12-07 11:33:08,false,"San Francisco Running","4.01","297","00:37:21","153","185","3.3","172","183","9:19","7:09","336","326","1.01","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2018-12-06 09:57:18,false,"Brookings Running","6.21","510","00:55:45","168","191","4.9","173","181","8:58","8:16","434","446","1.04","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
running,2018-12-04 10:59:27,false,"Brookings Running","6.01","446","00:52:21","162","182","4.3","175","217","8:43","7:51","462","474","1.06","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
running,2018-12-03 13:41:02,false,"Brookings Running","5.01","373","00:43:08","161","179","3.9","170","180","8:37","7:49","432","434","1.10","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
